SUMMARY,DTSTART,DTEND,CALENDAR,DURATION,CREATED,TASK,TIME_SLOT,YEAR_WEEK
lanche da manha,2025-02-08 10:00:00,2025-02-08 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,130,2025-6
almoco,2025-02-08 12:30:00,2025-02-08 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,132,2025-6
lanche da tarde,2025-02-08 16:00:00,2025-02-08 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,136,2025-6
pre-treino,2025-02-08 18:00:00,2025-02-08 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,138,2025-6
jantar,2025-02-08 20:00:00,2025-02-08 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,140,2025-6
cafe da manha,2025-02-09 08:00:00,2025-02-09 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,152,2025-6
lanche da manha,2025-02-09 10:00:00,2025-02-09 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,154,2025-6
almoco,2025-02-09 12:30:00,2025-02-09 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,156,2025-6
lanche da tarde,2025-02-09 16:00:00,2025-02-09 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,160,2025-6
pre-treino,2025-02-09 18:00:00,2025-02-09 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,162,2025-6
jantar,2025-02-09 20:00:00,2025-02-09 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,164,2025-6
cafe da manha,2025-02-10 08:00:00,2025-02-10 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,8,2025-7
lanche da manha,2025-02-10 10:00:00,2025-02-10 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,10,2025-7
almoco,2025-02-10 12:30:00,2025-02-10 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,12,2025-7
lanche da tarde,2025-02-10 16:00:00,2025-02-10 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,16,2025-7
pre-treino,2025-02-10 18:00:00,2025-02-10 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,18,2025-7
jantar,2025-02-10 20:00:00,2025-02-10 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,20,2025-7
cafe da manha,2025-02-11 08:00:00,2025-02-11 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,32,2025-7
lanche da manha,2025-02-11 10:00:00,2025-02-11 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,34,2025-7
almoco,2025-02-11 12:30:00,2025-02-11 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,36,2025-7
lanche da tarde,2025-02-11 16:00:00,2025-02-11 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,40,2025-7
pre-treino,2025-02-11 18:00:00,2025-02-11 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,42,2025-7
jantar,2025-02-11 20:00:00,2025-02-11 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,44,2025-7
cafe da manha,2025-02-12 08:00:00,2025-02-12 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,56,2025-7
lanche da manha,2025-02-12 10:00:00,2025-02-12 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,58,2025-7
almoco,2025-02-12 12:30:00,2025-02-12 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,60,2025-7
lanche da tarde,2025-02-12 16:00:00,2025-02-12 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,64,2025-7
pre-treino,2025-02-12 18:00:00,2025-02-12 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,66,2025-7
jantar,2025-02-12 20:00:00,2025-02-12 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,68,2025-7
cafe da manha,2025-02-13 08:00:00,2025-02-13 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,80,2025-7
lanche da manha,2025-02-13 10:00:00,2025-02-13 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,82,2025-7
almoco,2025-02-13 12:30:00,2025-02-13 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,84,2025-7
lanche da tarde,2025-02-13 16:00:00,2025-02-13 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,88,2025-7
pre-treino,2025-02-13 18:00:00,2025-02-13 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,90,2025-7
jantar,2025-02-13 20:00:00,2025-02-13 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,92,2025-7
cafe da manha,2025-02-14 08:00:00,2025-02-14 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,104,2025-7
lanche da manha,2025-02-14 10:00:00,2025-02-14 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,106,2025-7
almoco,2025-02-14 12:30:00,2025-02-14 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,108,2025-7
lanche da tarde,2025-02-14 16:00:00,2025-02-14 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,112,2025-7
pre-treino,2025-02-14 18:00:00,2025-02-14 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,114,2025-7
jantar,2025-02-14 20:00:00,2025-02-14 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,116,2025-7
cafe da manha,2025-02-15 08:00:00,2025-02-15 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,128,2025-7
lanche da manha,2025-02-15 10:00:00,2025-02-15 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,130,2025-7
almoco,2025-02-15 12:30:00,2025-02-15 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,132,2025-7
lanche da tarde,2025-02-15 16:00:00,2025-02-15 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,136,2025-7
pre-treino,2025-02-15 18:00:00,2025-02-15 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,138,2025-7
jantar,2025-02-15 20:00:00,2025-02-15 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,140,2025-7
cafe da manha,2025-02-16 08:00:00,2025-02-16 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,152,2025-7
lanche da manha,2025-02-16 10:00:00,2025-02-16 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,154,2025-7
almoco,2025-02-16 12:30:00,2025-02-16 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,156,2025-7
lanche da tarde,2025-02-16 16:00:00,2025-02-16 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,160,2025-7
pre-treino,2025-02-16 18:00:00,2025-02-16 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,162,2025-7
jantar,2025-02-16 20:00:00,2025-02-16 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,164,2025-7
cafe da manha,2025-02-17 08:00:00,2025-02-17 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,8,2025-8
lanche da manha,2025-02-17 10:00:00,2025-02-17 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,10,2025-8
almoco,2025-02-17 12:30:00,2025-02-17 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,12,2025-8
lanche da tarde,2025-02-17 16:00:00,2025-02-17 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,16,2025-8
pre-treino,2025-02-17 18:00:00,2025-02-17 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,18,2025-8
jantar,2025-02-17 20:00:00,2025-02-17 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,20,2025-8
cafe da manha,2025-02-18 08:00:00,2025-02-18 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,32,2025-8
lanche da manha,2025-02-18 10:00:00,2025-02-18 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,34,2025-8
almoco,2025-02-18 12:30:00,2025-02-18 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,36,2025-8
lanche da tarde,2025-02-18 16:00:00,2025-02-18 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,40,2025-8
pre-treino,2025-02-18 18:00:00,2025-02-18 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,42,2025-8
jantar,2025-02-18 20:00:00,2025-02-18 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,44,2025-8
cafe da manha,2025-02-19 08:00:00,2025-02-19 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,56,2025-8
lanche da manha,2025-02-19 10:00:00,2025-02-19 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,58,2025-8
almoco,2025-02-19 12:30:00,2025-02-19 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,60,2025-8
lanche da tarde,2025-02-19 16:00:00,2025-02-19 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,64,2025-8
pre-treino,2025-02-19 18:00:00,2025-02-19 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,66,2025-8
jantar,2025-02-19 20:00:00,2025-02-19 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,68,2025-8
cafe da manha,2025-02-20 08:00:00,2025-02-20 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,80,2025-8
lanche da manha,2025-02-20 10:00:00,2025-02-20 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,82,2025-8
almoco,2025-02-20 12:30:00,2025-02-20 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,84,2025-8
lanche da tarde,2025-02-20 16:00:00,2025-02-20 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,88,2025-8
pre-treino,2025-02-20 18:00:00,2025-02-20 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,90,2025-8
jantar,2025-02-20 20:00:00,2025-02-20 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,92,2025-8
cafe da manha,2025-02-21 08:00:00,2025-02-21 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,104,2025-8
lanche da manha,2025-02-21 10:00:00,2025-02-21 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,106,2025-8
almoco,2025-02-21 12:30:00,2025-02-21 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,108,2025-8
lanche da tarde,2025-02-21 16:00:00,2025-02-21 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,112,2025-8
pre-treino,2025-02-21 18:00:00,2025-02-21 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,114,2025-8
jantar,2025-02-21 20:00:00,2025-02-21 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,116,2025-8
cafe da manha,2025-02-22 08:00:00,2025-02-22 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,128,2025-8
lanche da manha,2025-02-22 10:00:00,2025-02-22 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,130,2025-8
almoco,2025-02-22 12:30:00,2025-02-22 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,132,2025-8
lanche da tarde,2025-02-22 16:00:00,2025-02-22 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,136,2025-8
pre-treino,2025-02-22 18:00:00,2025-02-22 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,138,2025-8
jantar,2025-02-22 20:00:00,2025-02-22 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,140,2025-8
cafe da manha,2025-02-23 08:00:00,2025-02-23 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,152,2025-8
lanche da manha,2025-02-23 10:00:00,2025-02-23 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,154,2025-8
almoco,2025-02-23 12:30:00,2025-02-23 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,156,2025-8
lanche da tarde,2025-02-23 16:00:00,2025-02-23 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,160,2025-8
pre-treino,2025-02-23 18:00:00,2025-02-23 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,162,2025-8
jantar,2025-02-23 20:00:00,2025-02-23 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,164,2025-8
cafe da manha,2025-02-24 08:00:00,2025-02-24 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,8,2025-9
lanche da manha,2025-02-24 10:00:00,2025-02-24 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,10,2025-9
almoco,2025-02-24 12:30:00,2025-02-24 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,12,2025-9
lanche da tarde,2025-02-24 16:00:00,2025-02-24 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,16,2025-9
pre-treino,2025-02-24 18:00:00,2025-02-24 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,18,2025-9
jantar,2025-02-24 20:00:00,2025-02-24 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,20,2025-9
cafe da manha,2025-02-25 08:00:00,2025-02-25 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,32,2025-9
lanche da manha,2025-02-25 10:00:00,2025-02-25 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,34,2025-9
almoco,2025-02-25 12:30:00,2025-02-25 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,36,2025-9
lanche da tarde,2025-02-25 16:00:00,2025-02-25 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,40,2025-9
pre-treino,2025-02-25 18:00:00,2025-02-25 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,42,2025-9
jantar,2025-02-25 20:00:00,2025-02-25 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,44,2025-9
cafe da manha,2025-02-26 08:00:00,2025-02-26 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,56,2025-9
lanche da manha,2025-02-26 10:00:00,2025-02-26 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,58,2025-9
almoco,2025-02-26 12:30:00,2025-02-26 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,60,2025-9
lanche da tarde,2025-02-26 16:00:00,2025-02-26 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,64,2025-9
pre-treino,2025-02-26 18:00:00,2025-02-26 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,66,2025-9
jantar,2025-02-26 20:00:00,2025-02-26 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,68,2025-9
cafe da manha,2025-02-27 08:00:00,2025-02-27 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,80,2025-9
lanche da manha,2025-02-27 10:00:00,2025-02-27 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,82,2025-9
almoco,2025-02-27 12:30:00,2025-02-27 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,84,2025-9
lanche da tarde,2025-02-27 16:00:00,2025-02-27 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,88,2025-9
pre-treino,2025-02-27 18:00:00,2025-02-27 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,90,2025-9
jantar,2025-02-27 20:00:00,2025-02-27 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,92,2025-9
cafe da manha,2025-02-28 08:00:00,2025-02-28 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,104,2025-9
lanche da manha,2025-02-28 10:00:00,2025-02-28 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,106,2025-9
almoco,2025-02-28 12:30:00,2025-02-28 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,108,2025-9
lanche da tarde,2025-02-28 16:00:00,2025-02-28 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,112,2025-9
pre-treino,2025-02-28 18:00:00,2025-02-28 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,114,2025-9
jantar,2025-02-28 20:00:00,2025-02-28 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,116,2025-9
cafe da manha,2025-03-01 08:00:00,2025-03-01 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,128,2025-9
lanche da manha,2025-03-01 10:00:00,2025-03-01 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,130,2025-9
almoco,2025-03-01 12:30:00,2025-03-01 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,132,2025-9
lanche da tarde,2025-03-01 16:00:00,2025-03-01 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,136,2025-9
pre-treino,2025-03-01 18:00:00,2025-03-01 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,138,2025-9
jantar,2025-03-01 20:00:00,2025-03-01 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,140,2025-9
cafe da manha,2025-03-02 08:00:00,2025-03-02 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,152,2025-9
lanche da manha,2025-03-02 10:00:00,2025-03-02 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,154,2025-9
almoco,2025-03-02 12:30:00,2025-03-02 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,156,2025-9
lanche da tarde,2025-03-02 16:00:00,2025-03-02 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,160,2025-9
pre-treino,2025-03-02 18:00:00,2025-03-02 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,162,2025-9
jantar,2025-03-02 20:00:00,2025-03-02 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,164,2025-9
cafe da manha,2025-03-03 08:00:00,2025-03-03 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,8,2025-10
lanche da manha,2025-03-03 10:00:00,2025-03-03 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,10,2025-10
almoco,2025-03-03 12:30:00,2025-03-03 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,12,2025-10
lanche da tarde,2025-03-03 16:00:00,2025-03-03 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,16,2025-10
pre-treino,2025-03-03 18:00:00,2025-03-03 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,18,2025-10
jantar,2025-03-03 20:00:00,2025-03-03 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,20,2025-10
cafe da manha,2025-03-04 08:00:00,2025-03-04 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,32,2025-10
lanche da manha,2025-03-04 10:00:00,2025-03-04 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,34,2025-10
almoco,2025-03-04 12:30:00,2025-03-04 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,36,2025-10
lanche da tarde,2025-03-04 16:00:00,2025-03-04 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,40,2025-10
pre-treino,2025-03-04 18:00:00,2025-03-04 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,42,2025-10
jantar,2025-03-04 20:00:00,2025-03-04 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,44,2025-10
cafe da manha,2025-03-05 08:00:00,2025-03-05 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,56,2025-10
lanche da manha,2025-03-05 10:00:00,2025-03-05 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,58,2025-10
almoco,2025-03-05 12:30:00,2025-03-05 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,60,2025-10
lanche da tarde,2025-03-05 16:00:00,2025-03-05 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,64,2025-10
pre-treino,2025-03-05 18:00:00,2025-03-05 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,66,2025-10
jantar,2025-03-05 20:00:00,2025-03-05 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,68,2025-10
cafe da manha,2025-03-06 08:00:00,2025-03-06 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,80,2025-10
lanche da manha,2025-03-06 10:00:00,2025-03-06 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,82,2025-10
almoco,2025-03-06 12:30:00,2025-03-06 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,84,2025-10
lanche da tarde,2025-03-06 16:00:00,2025-03-06 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,88,2025-10
pre-treino,2025-03-06 18:00:00,2025-03-06 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,90,2025-10
jantar,2025-03-06 20:00:00,2025-03-06 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,92,2025-10
cafe da manha,2025-03-07 08:00:00,2025-03-07 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,104,2025-10
lanche da manha,2025-03-07 10:00:00,2025-03-07 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,106,2025-10
almoco,2025-03-07 12:30:00,2025-03-07 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,108,2025-10
lanche da tarde,2025-03-07 16:00:00,2025-03-07 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,112,2025-10
pre-treino,2025-03-07 18:00:00,2025-03-07 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,114,2025-10
jantar,2025-03-07 20:00:00,2025-03-07 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,116,2025-10
cafe da manha,2025-03-08 08:00:00,2025-03-08 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,128,2025-10
lanche da manha,2025-03-08 10:00:00,2025-03-08 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,130,2025-10
almoco,2025-03-08 12:30:00,2025-03-08 13:00:00,Alimentação,0.5,2025-01-07 10:15:00,almocar,132,2025-10
lanche da tarde,2025-03-08 16:00:00,2025-03-08 16:15:00,Alimentação,0.25,2025-01-07 10:16:00,lanchar a tarde,136,2025-10
pre-treino,2025-03-08 18:00:00,2025-03-08 18:05:00,Alimentação,0.083333333333333,2025-01-07 10:17:00,tomar o pre-treino,138,2025-10
jantar,2025-03-08 20:00:00,2025-03-08 20:30:00,Alimentação,0.5,2025-01-07 10:18:00,jantar,140,2025-10
cafe da manha,2025-03-09 08:00:00,2025-03-09 08:20:00,Alimentação,0.33333333333333,2025-01-07 10:12:00,tomar cafe da manha,152,2025-10
lanche da manha,2025-03-09 10:00:00,2025-03-09 10:05:00,Alimentação,0.083333333333333,2025-01-07 10:14:00,lanchar de manha,154,2025-10
